Xia Xinde ,China,batteries,Manufacturing 
Xiong Jun & family ,China,pharmaceuticals,Healthcare 
Jane Yan & family ,China,software,Technology 
Yang Erzhu ,China,real estate,Real Estate 
Vlad Yatsenko ,Ukraine,fintech,Finance & Investments 
Yi Xianzhong & family ,China,pharmaceuticals,Healthcare 
Yoshiaki Yoshida ,Japan,cosmetics,Fashion & Retail 
Yu Rong ,China,health clinics,Healthcare 
Igor Yusufov ,Russia,oil & gas,Energy 
Zeng Weixiong ,China,healthcare,Healthcare 
Zhang Cheng Fei ,China,paper & related products,Manufacturing 
Zhang Fangliang ,China,biotechnology,Healthcare 
Baoshen Zhong ,China,solar energy,Energy 
Zhou Minghua ,China,pharmaceutical,Healthcare 
Krishna Kumar Bangur ,India,graphite electrodes,Manufacturing 
"Wilbur  'Ed' Bosarge, Jr. ",United States,high speed trading,Finance & Investments 
Johanna Braun ,Germany,medical technology,Healthcare 
Karl Friedrich Braun ,Germany,medical technology,Healthcare 
Jean-Pierre Cayard ,France,spirits,Food & Beverage 
Tony Chen ,Taiwan,electronics,Technology 
Vivien Chen ,Hong Kong,real estate,Real Estate 
Chey Ki-won ,South Korea,"computer services, telecom",Technology 
Pollyanna Chu ,Hong Kong,"financial services, property",Finance & Investments 
Roy Chi Ping Chung ,Hong Kong,manufacturing,Manufacturing 
Doug Clarke ,Australia,"cameras, software",Technology 
Ronald Clarke ,United States,payments technology,Technology 
Jean-Paul Clozel ,Switzerland,pharmaceuticals,Healthcare 
Carl DeSantis ,United States,energy drink,Food & Beverage 
Sefik Yilmaz Dizdar ,Turkey,fashion retail,Fashion & Retail 
Charles Dunstone ,United Kingdom,mobile phones,Telecom 
Larry Fink ,United States,money management,Finance & Investments 
Fu Gang ,China,pharma retailing,Healthcare 
Jorge Gallardo Ballart ,Spain,pharmaceuticals,Healthcare 
Nari Genomal ,Philippines,apparel,Fashion & Retail 
Ramesh Genomal ,Philippines,apparel,Fashion & Retail 
Sunder Genomal ,Philippines,garments,Fashion & Retail 
Horst-Otto Gerberding ,Germany,flavors and fragrances,Food & Beverage 
